index,month,year,PDSI,aet,def,ppt,soil,tmax,vpd,pet,gtm,mortality.begin
73,1,1964,-3.7,0,0,25,19,1.90000000000001,0.24,0,GTM_77,2005
74,2,1964,-4.2,0,0,20,19,0,0.21,0,GTM_77,2005
75,3,1964,-4.2,0,0,69,19,0,0.19,0,GTM_77,2005
76,4,1964,-3,4,0,81,30,5.3,0.32,4,GTM_77,2005
77,5,1964,-2.9,120,0,21,116,12.6,0.59,120,GTM_77,2005
78,6,1964,-3.2,87,67,11,43,17.6,0.88,154,GTM_77,2005
79,7,1964,-2.7,98,56,89,30,23.1,1.08,154,GTM_77,2005
80,8,1964,-1.8,117,22,116,23,20.1,0.85,139,GTM_77,2005
81,9,1964,-1.5,71,40,70,19,17.3,0.79,110,GTM_77,2005
82,10,1964,-2.5,3,93,0,16,16.6,0.78,96,GTM_77,2005
83,11,1964,-2,2,0,80,20,5.5,0.34,2,GTM_77,2005
84,12,1964,-1,0,0,124,20,2.3,0.24,0,GTM_77,2005
85,1,1965,-0.599999999999998,0,0,62,20,2.40000000000001,0.21,0,GTM_77,2005
86,2,1965,1.2,0,0,57,20,1.3,0.23,0,GTM_77,2005
87,3,1965,1,0,0,63,20,0,0.21,0,GTM_77,2005
88,4,1965,2.2,6,0,107,65,5.10000000000001,0.28,6,GTM_77,2005
89,5,1965,2.5,108,0,57,116,10.2,0.5,108,GTM_77,2005
90,6,1965,3.3,114,28,53,68,15.7,0.79,142,GTM_77,2005
91,7,1965,3.7,128,18,121,54,21,0.92,146,GTM_77,2005
92,8,1965,3.2,91,47,74,34,20.6,0.88,137,GTM_77,2005
93,9,1965,3.3,92,17,90,28,15.2,0.7,109,GTM_77,2005
94,10,1965,2.6,54,38,50,22,15.5,0.73,92,GTM_77,2005
95,11,1965,2.3,40,0,89,61,8.5,0.41,40,GTM_77,2005
96,12,1965,3,0,0,150,61,4.10000000000001,0.28,0,GTM_77,2005
97,1,1966,2.4,0,0,24,61,0.800000000000004,0.23,0,GTM_77,2005
98,2,1966,1.6,0,0,30,61,-0.899999999999999,0.19,0,GTM_77,2005
99,3,1966,0.800000000000001,0,0,23,61,4.60000000000001,0.28,0,GTM_77,2005
100,4,1966,-1.5,30,0,43,116,8.3,0.42,30,GTM_77,2005
101,5,1966,-1.3,130,0,34,116,14.4,0.69,130,GTM_77,2005
102,6,1966,-1.5,102,54,29,43,18.3,0.91,156,GTM_77,2005
103,7,1966,-1.7,66,93,55,30,23.2,1.07,158,GTM_77,2005
104,8,1966,-1.7,78,69,75,23,21.9,0.99,147,GTM_77,2005
105,9,1966,-2.1,42,77,40,19,19.1,0.88,119,GTM_77,2005
106,10,1966,-2.7,24,70,22,16,14.1,0.68,94,GTM_77,2005
107,11,1966,-3.3,36,2,37,16,9.2,0.46,38,GTM_77,2005
108,12,1966,-1.9,0,0,186,16,2.90000000000001,0.28,0,GTM_77,2005
109,1,1967,-1.8,0,0,38,16,2.1,0.23,0,GTM_77,2005
110,2,1967,-2.3,0,0,15,16,3.8,0.28,0,GTM_77,2005
111,3,1967,-2.9,3,0,19,25,6.3,0.33,3,GTM_77,2005
112,4,1967,-3.1,7,0,15,39,6.3,0.32,7,GTM_77,2005
113,5,1967,-2.9,117,0,27,116,11.9,0.58,117,GTM_77,2005
114,6,1967,-2,113,28,63,68,16,0.77,141,GTM_77,2005
115,7,1967,-1.5,115,34,92,41,22.2,1.02,149,GTM_77,2005
116,8,1967,-0.899999999999999,108,25,103,31,20.5,0.87,133,GTM_77,2005
117,9,1967,-1.1,53,57,48,24,18.1,0.84,110,GTM_77,2005
118,10,1967,-2,15,80,11,19,15.4,0.73,94,GTM_77,2005
119,11,1967,-2.7,16,4,16,18,9.40000000000001,0.45,20,GTM_77,2005
120,12,1967,-2.2,0,0,136,18,0.100000000000001,0.19,0,GTM_77,2005
121,1,1968,-2.1,0,0,41,18,0.200000000000003,0.16,0,GTM_77,2005
122,2,1968,-1.6,0,0,68,18,3.5,0.23,0,GTM_77,2005
123,3,1968,-1.9,0,0,37,18,3.5,0.24,0,GTM_77,2005
124,4,1968,-1,0,0,70,18,3.90000000000001,0.28,0,GTM_77,2005
125,5,1968,-0.699999999999999,113,0,42,116,11.5,0.56,113,GTM_77,2005
126,6,1968,-0.899999999999999,89,67,7,43,19.2,0.95,156,GTM_77,2005
127,7,1968,0.600000000000001,115,32,108,30,21,0.95,147,GTM_77,2005
128,8,1968,-0.0999999999999979,71,57,67,23,18.2,0.72,128,GTM_77,2005
129,9,1968,-1.2,12,103,8,19,17.6,0.82,115,GTM_77,2005
130,10,1968,-1.5,41,47,40,16,14.2,0.68,87,GTM_77,2005
131,11,1968,-1.6,2,0,47,18,4.90000000000001,0.32,2,GTM_77,2005
132,12,1968,-1.9,0,0,57,18,1.1,0.24,0,GTM_77,2005
133,1,1969,1.2,0,0,125,18,3.2,0.21,0,GTM_77,2005
134,2,1969,1.7,0,0,89,18,0.300000000000004,0.18,0,GTM_77,2005
135,3,1969,1.3,0,0,50,18,0.200000000000003,0.21,0,GTM_77,2005
136,4,1969,-0.699999999999999,44,0,22,116,8.90000000000001,0.39,44,GTM_77,2005
137,5,1969,-1.1,129,0,33,116,14.8,0.67,129,GTM_77,2005
138,6,1969,0.800000000000001,124,21,93,80,15.9,0.8,146,GTM_77,2005
139,7,1969,0.700000000000003,114,36,82,44,22,0.97,150,GTM_77,2005
140,8,1969,-0.199999999999999,82,54,72,30,22.4,0.92,136,GTM_77,2005
141,9,1969,1,99,12,100,26,18.5,0.79,111,GTM_77,2005
142,10,1969,2.4,66,0,149,100,8.40000000000001,0.44,66,GTM_77,2005
143,11,1969,2.3,3,0,36,101,6.5,0.34,3,GTM_77,2005
144,12,1969,2,0,0,43,101,4.40000000000001,0.28,0,GTM_77,2005
145,1,1970,1.4,0,0,23,101,2.7,0.26,0,GTM_77,2005
146,2,1970,-1.2,0,0,9,101,5.7,0.31,0,GTM_77,2005
147,3,1970,-0.799999999999997,0,0,84,101,1.1,0.21,0,GTM_77,2005
148,4,1970,-0.699999999999999,0,0,38,101,3.7,0.29,0,GTM_77,2005
149,5,1970,-1.2,124,0,1,116,13.8,0.62,124,GTM_77,2005
150,6,1970,-1,116,32,62,62,17.2,0.83,148,GTM_77,2005
151,7,1970,-1.1,87,66,64,36,22.1,0.98,153,GTM_77,2005
152,8,1970,-1.1,81,55,75,27,22,0.93,136,GTM_77,2005
153,9,1970,1.7,113,0,163,69,16.2,0.74,113,GTM_77,2005
154,10,1970,1.9,63,10,57,61,9.8,0.5,73,GTM_77,2005
155,11,1970,1.7,11,0,54,69,7.10000000000001,0.39,11,GTM_77,2005
156,12,1970,1.3,0,0,48,69,3.5,0.27,0,GTM_77,2005
157,1,1971,0.900000000000002,0,0,28,69,2.8,0.27,0,GTM_77,2005
158,2,1971,0.700000000000003,0,0,47,69,2.6,0.24,0,GTM_77,2005
159,3,1971,-1.4,0,0,11,69,4.3,0.28,0,GTM_77,2005
160,4,1971,-1.3,14,0,42,94,7.5,0.38,14,GTM_77,2005
161,5,1971,-0.799999999999997,113,0,50,116,11.2,0.54,113,GTM_77,2005
162,6,1971,-0.899999999999999,85,71,5,43,19.1,0.94,156,GTM_77,2005
163,7,1971,-1.2,67,91,56,30,22.9,1.07,158,GTM_77,2005
164,8,1971,0.700000000000003,121,19,122,24,21.8,0.95,140,GTM_77,2005
165,9,1971,0,69,47,68,20,17.3,0.78,116,GTM_77,2005
166,10,1971,1,83,0,92,23,11.7,0.55,83,GTM_77,2005
167,11,1971,1.1,2,0,73,27,5.60000000000001,0.32,2,GTM_77,2005
168,12,1971,1.6,0,0,108,27,0.300000000000004,0.18,0,GTM_77,2005
169,1,1972,0.800000000000001,0,0,7,27,3,0.29,0,GTM_77,2005
170,2,1972,-1.5,0,0,3,27,5.3,0.34,0,GTM_77,2005
171,3,1972,-2.3,8,0,17,42,8.5,0.38,8,GTM_77,2005
172,4,1972,-2.8,44,0,20,90,8.8,0.43,44,GTM_77,2005
173,5,1972,-3.2,118,10,12,79,13.8,0.63,127,GTM_77,2005
174,6,1972,-2.9,89,61,53,40,18.8,0.91,150,GTM_77,2005
175,7,1972,-3.3,54,108,44,28,23.1,1.11,162,GTM_77,2005
176,8,1972,-3.2,74,65,72,22,21.4,0.93,139,GTM_77,2005
177,9,1972,-3.2,53,62,52,18,18,0.82,115,GTM_77,2005
178,10,1972,2.6,73,0,236,116,11.3,0.49,73,GTM_77,2005
179,11,1972,3.5,0,0,77,116,2.40000000000001,0.27,0,GTM_77,2005
180,12,1972,4.3,0,0,122,116,0.5,0.22,0,GTM_77,2005
181,1,1973,3.9,0,0,45,116,-1.5,0.13,0,GTM_77,2005
182,2,1973,3.2,0,0,38,116,0.600000000000001,0.16,0,GTM_77,2005
183,3,1973,3.7,0,0,120,116,0.800000000000004,0.18,0,GTM_77,2005
184,4,1973,3.6,0,0,50,116,4.2,0.3,0,GTM_77,2005
185,5,1973,3.8,114,0,59,116,12,0.55,114,GTM_77,2005
186,6,1973,4.3,115,30,58,64,17.3,0.84,146,GTM_77,2005
187,7,1973,3.6,85,66,61,37,21.6,0.99,152,GTM_77,2005
188,8,1973,3,69,66,62,27,21.1,0.9,135,GTM_77,2005
189,9,1973,2.4,56,60,53,21,17.4,0.8,116,GTM_77,2005
190,10,1973,1.3,18,72,15,18,14.7,0.69,90,GTM_77,2005
191,11,1973,-2.1,15,0,27,18,7.90000000000001,0.43,15,GTM_77,2005
192,12,1973,-2.6,0,0,46,18,3.90000000000001,0.3,0,GTM_77,2005
193,1,1974,-1.7,0,0,120,18,-1.3,0.15,0,GTM_77,2005
194,2,1974,-2.2,0,0,17,18,-1,0.16,0,GTM_77,2005
195,3,1974,-2.3,2,0,47,25,5.5,0.29,2,GTM_77,2005
196,4,1974,-1.9,4,0,52,38,6.3,0.33,4,GTM_77,2005
197,5,1974,-2.3,130,0,3,116,15.7,0.72,130,GTM_77,2005
198,6,1974,-3,84,74,9,43,20.4,1.03,158,GTM_77,2005
199,7,1974,-2.4,105,47,97,30,21.6,0.97,153,GTM_77,2005
200,8,1974,-3.1,31,104,26,23,20.8,0.91,136,GTM_77,2005
201,9,1974,-3.5,37,84,34,19,18.8,0.9,120,GTM_77,2005
202,10,1974,-2,84,0,146,74,13.3,0.58,84,GTM_77,2005
203,11,1974,-1.7,4,0,41,75,6.40000000000001,0.35,4,GTM_77,2005
204,12,1974,-1.9,0,0,40,75,1.1,0.23,0,GTM_77,2005
205,1,1975,-1.4,0,0,60,75,-0.699999999999996,0.16,0,GTM_77,2005
206,2,1975,-0.899999999999999,0,0,71,75,-0.199999999999996,0.19,0,GTM_77,2005
207,3,1975,1.9,0,0,123,75,0.200000000000003,0.19,0,GTM_77,2005
208,4,1975,2.7,0,0,88,75,3.8,0.31,0,GTM_77,2005
209,5,1975,2.5,110,0,34,116,10.4,0.53,110,GTM_77,2005
210,6,1975,2,108,39,12,49,17.1,0.84,147,GTM_77,2005
211,7,1975,1.7,80,70,67,32,21.6,0.96,150,GTM_77,2005
212,8,1975,0.600000000000001,35,103,28,24,21.2,0.87,138,GTM_77,2005
213,9,1975,-1.2,61,52,59,20,18.1,0.82,113,GTM_77,2005
214,10,1975,-1.9,20,68,18,17,14.8,0.69,88,GTM_77,2005
215,11,1975,-1.8,3,0,53,19,7,0.4,3,GTM_77,2005
216,12,1975,-2.2,0,0,51,19,2.7,0.23,0,GTM_77,2005
217,1,1976,-2.7,0,0,12,19,1.6,0.22,0,GTM_77,2005
218,2,1976,-1.4,0,0,112,19,4.3,0.26,0,GTM_77,2005
219,3,1976,-1.8,0,0,29,19,2.3,0.23,0,GTM_77,2005
220,4,1976,-1.8,15,0,39,59,7,0.36,15,GTM_77,2005
221,5,1976,-1.2,125,0,55,116,13.3,0.62,125,GTM_77,2005
222,6,1976,-1.3,85,75,10,43,18.5,0.94,161,GTM_77,2005
223,7,1976,-1.3,84,72,75,30,23.1,1.08,156,GTM_77,2005
224,8,1976,-1.4,69,70,65,23,20.5,0.87,139,GTM_77,2005
225,9,1976,-0.599999999999998,98,11,101,21,17.3,0.77,109,GTM_77,2005
226,10,1976,-1.4,16,72,13,17,12.6,0.6,88,GTM_77,2005
227,11,1976,-2.1,6,0,6,17,8.8,0.45,7,GTM_77,2005
228,12,1976,-3.2,0,0,3,17,5,0.33,0,GTM_77,2005
229,1,1977,-3.5,0,0,55,17,-0.199999999999996,0.17,0,GTM_77,2005
230,2,1977,-4.1,0,0,15,17,4.5,0.28,0,GTM_77,2005
231,3,1977,-4.8,0,0,15,17,2.2,0.23,0,GTM_77,2005
232,4,1977,-5,56,0,26,35,9.3,0.42,56,GTM_77,2005
233,5,1977,-5.2,78,38,36,26,12.4,0.53,116,GTM_77,2005
234,6,1977,-5.5,17,150,13,21,21,1.07,168,GTM_77,2005
235,7,1977,-4.1,131,22,134,17,21.9,0.97,153,GTM_77,2005
236,8,1977,-3.6,85,53,87,15,22,0.92,138,GTM_77,2005
237,9,1977,-3.6,44,69,44,13,19.5,0.88,113,GTM_77,2005
238,10,1977,-3.7,39,52,40,12,15.3,0.67,91,GTM_77,2005
239,11,1977,-3.7,14,0,48,19,7.8,0.39,14,GTM_77,2005
240,12,1977,-4,2,0,50,22,5.7,0.32,2,GTM_77,2005
241,1,1978,-2.9,0,0,110,22,2.40000000000001,0.23,0,GTM_77,2005
242,2,1978,-1.9,0,0,87,22,1.3,0.2,0,GTM_77,2005
243,3,1978,-0.799999999999997,0,0,126,22,4.7,0.26,0,GTM_77,2005
244,4,1978,-0.5,31,0,65,116,7.7,0.38,31,GTM_77,2005
245,5,1978,2.9,113,0,86,116,10.9,0.49,113,GTM_77,2005
246,6,1978,3.3,92,60,11,43,19.5,0.96,153,GTM_77,2005
247,7,1978,2,36,122,24,30,23.6,1.11,158,GTM_77,2005
248,8,1978,0.800000000000001,33,107,28,23,21.8,0.99,140,GTM_77,2005
249,9,1978,-2.2,45,72,43,19,18.9,0.86,117,GTM_77,2005
250,10,1978,-2,69,23,69,16,15.8,0.71,91,GTM_77,2005
251,11,1978,-0.799999999999997,10,0,132,51,6.10000000000001,0.33,10,GTM_77,2005
252,12,1978,2.5,0,0,153,51,-1.2,0.16,0,GTM_77,2005
253,1,1979,3.9,0,0,138,51,-3,0.12,0,GTM_77,2005
254,2,1979,3.6,0,0,60,51,0,0.18,0,GTM_77,2005
255,3,1979,4.3,0,0,129,51,1.40000000000001,0.17,0,GTM_77,2005
256,4,1979,3.6,5,0,30,84,6.3,0.32,5,GTM_77,2005
257,5,1979,3.8,108,0,59,116,11.8,0.54,108,GTM_77,2005
258,6,1979,3.8,100,50,19,43,18.2,0.89,150,GTM_77,2005
259,7,1979,2.6,49,114,37,30,23.1,1.09,162,GTM_77,2005
260,8,1979,2.1,65,69,61,23,20.8,0.91,134,GTM_77,2005
261,9,1979,0.600000000000001,9,112,5,19,21.4,1.01,121,GTM_77,2005
262,10,1979,-2.3,47,50,47,16,16.1,0.77,97,GTM_77,2005
263,11,1979,-2.1,0,0,60,16,2.90000000000001,0.27,0,GTM_77,2005
264,12,1979,-2.3,0,0,53,16,4,0.28,0,GTM_77,2005
265,1,1980,2.1,0,0,173,16,2.2,0.22,0,GTM_77,2005
266,2,1980,3.6,0,0,144,16,3.2,0.23,0,GTM_77,2005
267,3,1980,3.6,0,0,90,16,0.600000000000001,0.17,0,GTM_77,2005
268,4,1980,3.4,5,0,46,49,6.2,0.35,5,GTM_77,2005
269,5,1980,3.7,103,0,60,116,10.2,0.48,103,GTM_77,2005
270,6,1980,3.3,99,70,0,43,20.5,1.04,168,GTM_77,2005
271,7,1980,2.2,46,116,35,30,24.1,1.12,162,GTM_77,2005
272,8,1980,1.4,61,86,57,23,21.8,0.93,146,GTM_77,2005
273,9,1980,1.2,66,52,65,19,19.6,0.9,118,GTM_77,2005
274,10,1980,0.800000000000001,53,36,53,16,13.6,0.65,88,GTM_77,2005
275,11,1980,-1.8,12,0,30,16,8.5,0.44,12,GTM_77,2005
276,12,1980,-2.7,10,0,26,19,8.5,0.41,10,GTM_77,2005
277,1,1981,-3.4,0,0,15,19,7.3,0.34,0,GTM_77,2005
278,2,1981,-3.9,0,0,24,19,5.40000000000001,0.31,0,GTM_77,2005
279,3,1981,-3.7,0,0,93,19,2.3,0.2,0,GTM_77,2005
280,4,1981,-4.1,81,0,43,114,10.5,0.45,81,GTM_77,2005
281,5,1981,-3.3,100,13,64,92,11.6,0.51,113,GTM_77,2005
282,6,1981,-3.1,75,86,25,42,20.8,1.04,160,GTM_77,2005
283,7,1981,-1.2,146,0,174,61,22,0.98,146,GTM_77,2005
284,8,1981,-0.899999999999999,82,53,60,36,21.3,0.88,134,GTM_77,2005
285,9,1981,-1.1,55,55,48,26,19,0.89,110,GTM_77,2005
286,10,1981,1.6,80,0,96,37,11.6,0.53,80,GTM_77,2005
287,11,1981,0.800000000000001,35,0,39,37,9.3,0.43,35,GTM_77,2005
288,12,1981,-1.1,0,0,56,37,4.7,0.31,0,GTM_77,2005
289,1,1982,-1.1,0,0,61,37,2,0.21,0,GTM_77,2005
290,2,1982,-0.599999999999998,0,0,74,37,0.700000000000003,0.18,0,GTM_77,2005
291,3,1982,1.2,0,0,119,37,2.8,0.22,0,GTM_77,2005
292,4,1982,0.700000000000003,12,0,26,74,6.8,0.35,12,GTM_77,2005
293,5,1982,1.2,112,0,58,116,11.8,0.52,112,GTM_77,2005
294,6,1982,1.2,92,62,14,43,18,0.91,153,GTM_77,2005
295,7,1982,0.700000000000003,65,89,54,30,22.5,1.06,154,GTM_77,2005
296,8,1982,1.8,117,0,134,40,21.3,0.86,117,GTM_77,2005
297,9,1982,2.7,104,0,112,43,17.3,0.76,104,GTM_77,2005
298,10,1982,2.1,36,47,23,30,11.8,0.55,82,GTM_77,2005
299,11,1982,2.4,3,0,89,37,4.8,0.31,3,GTM_77,2005
300,12,1982,2.8,0,0,109,37,2.1,0.23,0,GTM_77,2005
301,1,1983,2.7,0,0,50,37,2.6,0.23,0,GTM_77,2005
302,2,1983,2.7,0,0,69,37,2.5,0.23,0,GTM_77,2005
303,3,1983,3.4,0,0,126,37,1.7,0.2,0,GTM_77,2005
304,4,1983,3.3,0,0,50,37,2.90000000000001,0.27,0,GTM_77,2005
305,5,1983,3,107,0,30,116,10.9,0.52,107,GTM_77,2005
306,6,1983,3.1,112,27,48,69,16.5,0.82,139,GTM_77,2005
307,7,1983,3.3,123,25,108,49,22.4,1.03,148,GTM_77,2005
308,8,1983,3.2,94,29,83,34,22.2,0.93,122,GTM_77,2005
309,9,1983,2.8,70,44,65,25,20,0.86,114,GTM_77,2005
310,10,1983,2.2,46,36,43,20,14.1,0.6,82,GTM_77,2005
311,11,1983,2.5,5,0,96,33,5.8,0.31,5,GTM_77,2005
312,12,1983,3.8,0,0,166,33,1.6,0.22,0,GTM_77,2005
313,1,1984,3.1,0,0,23,33,-0.199999999999996,0.15,0,GTM_77,2005
314,2,1984,2.3,0,0,33,33,1.1,0.2,0,GTM_77,2005
315,3,1984,2.2,0,0,70,33,2.2,0.23,0,GTM_77,2005
316,4,1984,2.5,0,0,65,33,4.60000000000001,0.3,0,GTM_77,2005
317,5,1984,1.8,136,0,19,116,15.9,0.73,136,GTM_77,2005
318,6,1984,1.9,113,31,64,63,17.3,0.83,144,GTM_77,2005
319,7,1984,1.7,101,44,78,37,22.7,1.09,145,GTM_77,2005
320,8,1984,2.4,117,9,120,33,21.3,0.92,127,GTM_77,2005
321,9,1984,2,69,47,64,25,19,0.88,116,GTM_77,2005
322,10,1984,2.9,61,0,125,82,8.10000000000001,0.39,61,GTM_77,2005
323,11,1984,2.6,6,0,38,84,6.40000000000001,0.35,6,GTM_77,2005
324,12,1984,3.3,0,0,115,84,2.90000000000001,0.24,0,GTM_77,2005
325,1,1985,2.8,0,0,36,84,0.800000000000004,0.2,0,GTM_77,2005
326,2,1985,2.1,0,0,29,84,0,0.18,0,GTM_77,2005
327,3,1985,3.2,0,0,148,84,2.6,0.22,0,GTM_77,2005
328,4,1985,3.7,45,0,113,116,8.2,0.36,45,GTM_77,2005
329,5,1985,3.5,115,0,41,116,12.7,0.56,115,GTM_77,2005
330,6,1985,2.9,87,74,12,43,20.4,1.07,161,GTM_77,2005
331,7,1985,2.8,92,52,83,30,22.5,1.04,144,GTM_77,2005
332,8,1985,1.5,35,110,30,23,22.9,1.03,145,GTM_77,2005
333,9,1985,2.5,105,0,124,36,15.7,0.71,105,GTM_77,2005
334,10,1985,2.4,66,14,64,31,13.1,0.61,79,GTM_77,2005
335,11,1985,3.2,4,0,121,43,4.90000000000001,0.33,4,GTM_77,2005
336,12,1985,2.7,0,0,38,43,3.1,0.28,0,GTM_77,2005
337,1,1986,1.8,0,0,7,43,5.5,0.29,0,GTM_77,2005
338,2,1986,2.4,0,0,94,43,3.8,0.27,0,GTM_77,2005
339,3,1986,1.9,3,0,52,57,6.5,0.29,3,GTM_77,2005
340,4,1986,2.6,20,0,100,116,6.90000000000001,0.32,20,GTM_77,2005
341,5,1986,2.5,122,0,40,116,13,0.6,122,GTM_77,2005
342,6,1986,2.8,111,30,58,64,18.9,0.91,141,GTM_77,2005
343,7,1986,3.8,145,0,152,64,20.8,0.91,145,GTM_77,2005
344,8,1986,4.2,119,15,113,52,22.1,0.94,134,GTM_77,2005
345,9,1986,5.1,107,0,135,73,15.3,0.67,107,GTM_77,2005
346,10,1986,5.2,74,0,81,76,11.4,0.53,74,GTM_77,2005
347,11,1986,6.7,5,0,170,102,5.60000000000001,0.33,5,GTM_77,2005
348,12,1986,6,0,0,45,102,3.5,0.26,0,GTM_77,2005
349,1,1987,5.5,0,0,52,102,1.5,0.21,0,GTM_77,2005
350,2,1987,6.5,0,0,133,102,1.6,0.2,0,GTM_77,2005
351,3,1987,6,0,0,75,102,1.90000000000001,0.21,0,GTM_77,2005
352,4,1987,4.8,41,0,33,116,8.90000000000001,0.42,41,GTM_77,2005
