index,month,year,PDSI,aet,def,ppt,soil,tmax,vpd,pet,gtm,mortality.begin
61,1,1963,1.4,29,92,29,8,24.9,0.87,121,GTM_91,1983
62,2,1963,-0.699999999999999,6,118,6,7,26.3,1.02,125,GTM_91,1983
63,3,1963,-1.4,16,133,17,6,27.8,1.22,150,GTM_91,1983
64,4,1963,0.900000000000002,96,57,101,5,26.6,1.11,153,GTM_91,1983
65,5,1963,1.3,56,109,58,5,27.7,1.37,165,GTM_91,1983
66,6,1963,1.1,21,138,22,4,30.6,1.79,160,GTM_91,1983
67,7,1963,1.1,141,0,154,10,27.5,1,141,GTM_91,1983
68,8,1963,2,131,0,234,55,26.8,0.89,131,GTM_91,1983
69,9,1963,2.1,52,93,18,20,28.7,1.31,145,GTM_91,1983
70,10,1963,1.4,7,141,0,14,27.5,1.16,148,GTM_91,1983
71,11,1963,2.9,103,8,106,12,24.4,0.72,111,GTM_91,1983
72,12,1963,4.9,102,0,140,42,23.2,0.71,102,GTM_91,1983
73,1,1964,6.8,110,0,135,55,23.8,0.82,110,GTM_91,1983
74,2,1964,6.4,43,68,9,20,24.9,0.93,111,GTM_91,1983
75,3,1964,5,17,138,11,14,28,1.21,155,GTM_91,1983
76,4,1964,4.7,64,95,64,11,27.6,1.19,159,GTM_91,1983
77,5,1964,3.7,12,158,10,9,28.6,1.45,170,GTM_91,1983
78,6,1964,3.2,25,139,24,8,30.4,1.79,164,GTM_91,1983
79,7,1964,5.8,130,0,336,55,25.8,0.82,130,GTM_91,1983
80,8,1964,8.1,128,0,318,55,25.5,0.8,128,GTM_91,1983
81,9,1964,7.8,62,73,29,20,27.7,1.22,135,GTM_91,1983
82,10,1964,7.9,59,82,55,14,25.1,0.95,141,GTM_91,1983
83,11,1964,6.5,4,111,1,11,24.5,0.79,115,GTM_91,1983
84,12,1964,6.5,57,43,58,9,22.7,0.74,101,GTM_91,1983
85,1,1965,7.1,91,26,95,8,24.8,0.91,117,GTM_91,1983
86,2,1965,6,28,98,28,7,25.9,1.04,126,GTM_91,1983
87,3,1965,5.3,49,107,51,6,27.5,1.16,156,GTM_91,1983
88,4,1965,4.1,16,136,16,5,27,1.16,152,GTM_91,1983
89,5,1965,2.8,2,179,1,5,30.5,1.67,181,GTM_91,1983
90,6,1965,2.1,12,154,12,4,31.8,1.96,166,GTM_91,1983
91,7,1965,1.4,112,39,118,4,28.5,1.09,152,GTM_91,1983
92,8,1965,1.3,133,0,155,18,26.8,0.92,133,GTM_91,1983
93,9,1965,0.600000000000001,20,124,16,13,28.6,1.34,144,GTM_91,1983
94,10,1965,-2.2,21,120,20,10,26.6,1.09,141,GTM_91,1983
95,11,1965,-1.6,45,67,45,9,23.9,0.74,112,GTM_91,1983
96,12,1965,-1.9,7,105,6,7,24,0.81,112,GTM_91,1983
97,1,1966,-1.8,33,89,33,6,25.6,0.93,121,GTM_91,1983
98,2,1966,-0.699999999999999,95,14,99,6,24.9,0.91,108,GTM_91,1983
99,3,1966,-1.1,27,122,28,5,26.9,1.09,149,GTM_91,1983
100,4,1966,-0.699999999999999,63,89,66,5,27.3,1.18,152,GTM_91,1983
101,5,1966,-1.5,2,174,1,4,29.5,1.54,176,GTM_91,1983
102,6,1966,-1.7,14,151,14,4,30.9,1.83,165,GTM_91,1983
103,7,1966,-2.3,96,52,100,4,28.9,1.06,147,GTM_91,1983
104,8,1966,-2,137,0,155,14,27.8,1.01,137,GTM_91,1983
105,9,1966,-2.2,28,112,26,11,28.3,1.32,140,GTM_91,1983
106,10,1966,-1.9,27,121,26,9,26.7,1.08,148,GTM_91,1983
107,11,1966,-2.3,2,115,1,8,24.5,0.77,117,GTM_91,1983
108,12,1966,-2.6,1,115,0,7,24.5,0.84,116,GTM_91,1983
109,1,1967,-3.1,2,121,2,6,25.6,0.94,123,GTM_91,1983
110,2,1967,-3.3,20,102,21,5,26.3,1.06,122,GTM_91,1983
111,3,1967,-2.8,51,88,53,5,26.3,1.05,139,GTM_91,1983
112,4,1967,-2.5,51,99,54,4,26.9,1.17,151,GTM_91,1983
113,5,1967,-2.1,43,122,45,4,28.7,1.45,164,GTM_91,1983
114,6,1967,-1.9,24,134,25,4,30.4,1.8,158,GTM_91,1983
115,7,1967,-1.3,134,0,180,40,26.4,0.85,134,GTM_91,1983
116,8,1967,-1.2,133,0,162,55,25.8,0.8,133,GTM_91,1983
117,9,1967,-0.899999999999999,49,91,15,20,28.2,1.27,140,GTM_91,1983
118,10,1967,1.3,52,91,48,14,25.8,1,143,GTM_91,1983
119,11,1967,1.6,46,61,45,11,23.1,0.69,107,GTM_91,1983
120,12,1967,0.900000000000002,3,105,1,9,24.1,0.8,107,GTM_91,1983
121,1,1968,-1.1,2,117,1,8,24.9,0.88,120,GTM_91,1983
122,2,1968,-0.699999999999999,57,43,59,7,23.7,0.84,100,GTM_91,1983
123,3,1968,-1.3,14,132,14,6,26.4,1.08,146,GTM_91,1983
124,4,1968,-1.6,29,116,29,5,25.8,1.05,144,GTM_91,1983
125,5,1968,-1.2,43,119,44,5,28.3,1.42,162,GTM_91,1983
126,6,1968,-0.599999999999998,40,113,41,4,29.4,1.68,153,GTM_91,1983
127,7,1968,-0.699999999999999,127,14,134,4,26.7,0.89,142,GTM_91,1983
128,8,1968,-1.9,72,67,75,4,27.6,0.97,139,GTM_91,1983
129,9,1968,-2.7,10,128,10,4,28.7,1.33,138,GTM_91,1983
130,10,1968,-2.8,11,138,11,3,27.3,1.1,148,GTM_91,1983
131,11,1968,-2,51,68,54,3,25.7,0.82,120,GTM_91,1983
132,12,1968,-2.3,4,112,3,3,25.2,0.88,115,GTM_91,1983
133,1,1969,1.7,107,0,114,4,24.9,0.86,107,GTM_91,1983
134,2,1969,3,115,0,138,21,25.5,0.91,115,GTM_91,1983
135,3,1969,4.8,135,13,135,15,28.2,1.12,148,GTM_91,1983
136,4,1969,5,77,77,77,11,28.3,1.21,154,GTM_91,1983
137,5,1969,4.1,22,148,21,9,29,1.48,169,GTM_91,1983
138,6,1969,3.1,7,156,6,8,32.4,1.96,163,GTM_91,1983
139,7,1969,2.2,106,39,111,7,28.2,0.99,146,GTM_91,1983
140,8,1969,1.4,107,34,112,6,27.8,1,141,GTM_91,1983
141,9,1969,-2.5,22,121,22,5,29.5,1.39,143,GTM_91,1983
142,10,1969,-2.8,3,149,2,5,28.2,1.19,151,GTM_91,1983
143,11,1969,-3.1,2,121,2,4,27.1,0.92,123,GTM_91,1983
144,12,1969,-3.3,1,119,1,4,25.8,0.89,121,GTM_91,1983
145,1,1970,-2.5,53,56,56,4,25.9,0.96,110,GTM_91,1983
146,2,1970,-2.5,34,91,35,4,27.6,1.09,125,GTM_91,1983
147,3,1970,-2.5,31,104,32,3,27.3,1.06,135,GTM_91,1983
148,4,1970,-2.8,24,131,25,3,28.7,1.27,156,GTM_91,1983
149,5,1970,-3.2,8,165,9,3,30.2,1.6,173,GTM_91,1983
150,6,1970,-3.4,9,155,9,3,32.3,1.98,164,GTM_91,1983
151,7,1970,-2.9,141,0,154,8,27.6,0.93,141,GTM_91,1983
152,8,1970,-2.7,128,0,146,19,27.4,0.88,128,GTM_91,1983
153,9,1970,-2.1,50,87,46,14,29.4,1.32,136,GTM_91,1983
154,10,1970,-2.4,8,136,5,11,26.8,1.07,144,GTM_91,1983
155,11,1970,-2.7,2,119,0,9,25.4,0.84,121,GTM_91,1983
156,12,1970,-1.5,75,38,77,7,24,0.81,112,GTM_91,1983
157,1,1971,-1.3,33,82,33,7,24.8,0.88,115,GTM_91,1983
158,2,1971,-2,3,124,3,6,26.7,1.07,127,GTM_91,1983
159,3,1971,-2,40,119,41,5,28.1,1.19,159,GTM_91,1983
160,4,1971,-2.6,11,144,12,5,28.3,1.26,155,GTM_91,1983
161,5,1971,-1.8,56,106,58,4,28.5,1.39,161,GTM_91,1983
162,6,1971,-1.4,33,122,34,4,31.3,1.83,154,GTM_91,1983
163,7,1971,-2.3,75,64,78,4,27.6,1.01,139,GTM_91,1983
164,8,1971,-2.4,117,17,123,4,27.6,0.96,134,GTM_91,1983
165,9,1971,-3.1,16,125,16,3,28.6,1.35,140,GTM_91,1983
166,10,1971,-3.1,9,138,9,3,27.2,1.16,147,GTM_91,1983
167,11,1971,-3.2,7,109,7,3,25,0.79,115,GTM_91,1983
168,12,1971,-2.8,32,75,33,3,22.8,0.75,107,GTM_91,1983
169,1,1972,-3.1,5,118,5,3,26,0.94,123,GTM_91,1983
170,2,1972,-2.8,47,71,49,3,25.7,0.96,118,GTM_91,1983
171,3,1972,-2.8,34,117,36,2,28.1,1.21,151,GTM_91,1983
172,4,1972,-2.1,72,77,76,2,28.3,1.24,149,GTM_91,1983
173,5,1972,-2.4,14,155,15,2,29.4,1.5,169,GTM_91,1983
174,6,1972,-0.899999999999999,68,88,72,2,30.7,1.77,156,GTM_91,1983
175,7,1972,-1.1,112,25,117,2,28.2,1,136,GTM_91,1983
176,8,1972,-2.3,63,69,66,2,28.2,1,132,GTM_91,1983
177,9,1972,-2.8,24,115,25,2,29.5,1.39,139,GTM_91,1983
178,10,1972,-2.5,23,126,24,2,27.9,1.15,149,GTM_91,1983
179,11,1972,-0.599999999999998,103,15,108,2,26,0.88,118,GTM_91,1983
180,12,1972,-0.799999999999997,13,99,14,2,24.6,0.85,112,GTM_91,1983
181,1,1973,-1.5,3,120,3,2,27,1.06,122,GTM_91,1983
182,2,1973,-2.2,0,133,0,2,29.3,1.25,133,GTM_91,1983
183,3,1973,-2.7,16,153,17,2,29.6,1.35,169,GTM_91,1983
184,4,1973,-3,31,138,32,2,30.4,1.45,169,GTM_91,1983
185,5,1973,-3,20,153,21,2,28.7,1.42,173,GTM_91,1983
186,6,1973,-3,17,146,18,1,32.3,1.95,163,GTM_91,1983
187,7,1973,-3.1,114,31,119,1,28.2,0.98,144,GTM_91,1983
188,8,1973,-2.1,132,0,218,55,27.9,0.95,132,GTM_91,1983
189,9,1973,-1.4,58,77,25,20,29.2,1.36,135,GTM_91,1983
190,10,1973,-1.2,27,119,22,14,27.4,1.1,146,GTM_91,1983
191,11,1973,-1.5,8,107,6,11,25.8,0.86,115,GTM_91,1983
192,12,1973,-0.599999999999998,66,44,67,9,24.9,0.82,109,GTM_91,1983
193,1,1974,-0.599999999999998,31,88,31,8,25.9,0.96,119,GTM_91,1983
194,2,1974,-1.1,14,112,14,7,27.1,1.05,127,GTM_91,1983
195,3,1974,-1.4,30,128,31,6,26.9,1.07,158,GTM_91,1983
196,4,1974,-2.3,4,161,4,5,29.9,1.4,165,GTM_91,1983
197,5,1974,-1.7,50,121,52,5,28.4,1.38,171,GTM_91,1983
198,6,1974,-1.7,19,140,20,4,30.9,1.79,159,GTM_91,1983
199,7,1974,-1.9,113,28,118,4,27.1,0.91,140,GTM_91,1983
200,8,1974,-1.8,130,0,144,11,27.6,0.92,130,GTM_91,1983
201,9,1974,-2.1,21,113,20,9,28.8,1.31,133,GTM_91,1983
202,10,1974,-2.5,3,145,1,8,28.3,1.2,148,GTM_91,1983
203,11,1974,-2.8,1,120,0,7,26.5,0.9,121,GTM_91,1983
204,12,1974,-3,6,109,6,6,25.3,0.88,115,GTM_91,1983
205,1,1975,-2,67,54,70,5,26.2,0.98,121,GTM_91,1983
206,2,1975,3.1,126,0,211,55,28.2,1.12,126,GTM_91,1983
207,3,1975,3.5,63,82,30,20,29,1.25,145,GTM_91,1983
208,4,1975,2.9,42,120,37,14,28.9,1.3,162,GTM_91,1983
209,5,1975,2,15,158,13,11,30.1,1.56,173,GTM_91,1983
210,6,1975,3.1,68,84,70,9,31,1.76,152,GTM_91,1983
211,7,1975,2.7,139,5,146,8,28.1,1.02,144,GTM_91,1983
212,8,1975,4,132,0,266,55,26.3,0.82,132,GTM_91,1983
213,9,1975,5.5,123,17,98,25,28.1,1.22,140,GTM_91,1983
214,10,1975,5.2,23,127,14,16,27.6,1.16,150,GTM_91,1983
215,11,1975,4.2,5,118,1,12,26.4,0.86,123,GTM_91,1983
216,12,1975,4.1,47,66,47,10,24.7,0.81,113,GTM_91,1983
217,1,1976,3,4,125,2,8,27.2,1.04,129,GTM_91,1983
218,2,1976,2.6,46,77,47,7,27.5,1.1,122,GTM_91,1983
219,3,1976,1.9,25,134,25,6,28.8,1.25,158,GTM_91,1983
220,4,1976,1.6,48,103,50,6,28.8,1.24,151,GTM_91,1983
221,5,1976,1.6,42,126,44,5,29,1.44,168,GTM_91,1983
222,6,1976,1.1,14,145,14,5,32.2,1.94,159,GTM_91,1983
223,7,1976,1,128,4,135,4,27.3,0.9,133,GTM_91,1983
224,8,1976,-1.2,111,18,116,4,28.1,0.96,129,GTM_91,1983
225,9,1976,-1.5,34,99,35,4,29.8,1.41,133,GTM_91,1983
226,10,1976,-1.9,6,143,6,3,28.5,1.2,149,GTM_91,1983
227,11,1976,-1.8,24,97,25,3,25.8,0.86,121,GTM_91,1983
228,12,1976,-1.6,25,88,26,3,25.7,0.85,113,GTM_91,1983
229,1,1977,-1.8,20,104,21,3,25.9,0.98,124,GTM_91,1983
230,2,1977,-2.4,2,115,2,3,27.3,1.06,117,GTM_91,1983
231,3,1977,-2,55,97,58,3,28.8,1.27,152,GTM_91,1983
232,4,1977,-2.5,14,136,14,2,29.8,1.41,150,GTM_91,1983
233,5,1977,-1.7,58,106,61,2,29.1,1.46,164,GTM_91,1983
234,6,1977,-1.1,42,122,45,2,31.7,1.86,164,GTM_91,1983
235,7,1977,-0.899999999999999,138,4,145,2,28.5,1.05,142,GTM_91,1983
236,8,1977,-0.699999999999999,136,0,169,26,28,0.94,136,GTM_91,1983
237,9,1977,1.9,98,48,92,16,29.9,1.4,146,GTM_91,1983
238,10,1977,3.3,90,58,90,12,26.6,1.03,148,GTM_91,1983
239,11,1977,2.7,14,98,12,10,25.6,0.84,112,GTM_91,1983
240,12,1977,2.9,49,65,50,8,24.8,0.84,114,GTM_91,1983
241,1,1978,1.9,2,108,1,7,26.8,1.07,110,GTM_91,1983
242,2,1978,1.3,22,104,22,6,27.2,1.06,125,GTM_91,1983
243,3,1978,0.800000000000001,36,119,37,6,27.7,1.15,155,GTM_91,1983
244,4,1978,0.600000000000001,41,110,43,5,29,1.32,151,GTM_91,1983
245,5,1978,-1.8,10,156,10,5,30.4,1.58,166,GTM_91,1983
246,6,1978,-1.5,30,132,31,4,32.1,1.93,161,GTM_91,1983
247,7,1978,-1,141,0,174,29,26.3,0.85,141,GTM_91,1983
248,8,1978,-0.899999999999999,129,0,163,54,27.8,0.94,129,GTM_91,1983
249,9,1978,-0.799999999999997,46,97,13,20,29.1,1.34,142,GTM_91,1983
250,10,1978,-0.899999999999999,14,122,8,14,27.4,1.07,136,GTM_91,1983
251,11,1978,-0.899999999999999,22,88,20,11,24.9,0.8,110,GTM_91,1983
252,12,1978,0.300000000000001,41,64,41,9,24.6,0.78,104,GTM_91,1983
253,1,1979,1,62,42,64,8,24.9,0.82,104,GTM_91,1983
254,2,1979,-0.599999999999998,12,107,12,7,27,1.04,119,GTM_91,1983
255,3,1979,-1.2,11,129,11,6,27.6,1.13,140,GTM_91,1983
256,4,1979,-1.4,38,132,40,5,29,1.3,170,GTM_91,1983
257,5,1979,1.1,81,82,85,5,28.4,1.39,164,GTM_91,1983
258,6,1979,1.2,32,129,33,4,31.1,1.83,160,GTM_91,1983
259,7,1979,-0.699999999999999,99,46,104,4,29,1.07,145,GTM_91,1983
260,8,1979,-1.4,92,40,97,4,27.9,0.96,132,GTM_91,1983
261,9,1979,-1.3,58,83,60,4,29.4,1.35,141,GTM_91,1983
262,10,1979,1.1,66,85,69,3,27.8,1.09,151,GTM_91,1983
263,11,1979,-0.599999999999998,0,122,0,3,26.1,0.88,122,GTM_91,1983
264,12,1979,0.5,35,69,36,3,25,0.87,103,GTM_91,1983
265,1,1980,-0.0999999999999979,9,108,9,3,26.4,0.98,117,GTM_91,1983
266,2,1980,-0.599999999999998,15,96,16,3,26.8,1.05,111,GTM_91,1983
267,3,1980,-1.2,14,141,14,3,28.7,1.21,154,GTM_91,1983
268,4,1980,1.2,109,43,115,2,28.4,1.27,152,GTM_91,1983
269,5,1980,1.2,42,135,44,2,29.8,1.52,177,GTM_91,1983
270,6,1980,1.3,34,124,36,2,31.6,1.86,158,GTM_91,1983
271,7,1980,2,138,0,222,55,27.9,0.96,138,GTM_91,1983
272,8,1980,3,133,0,225,55,27.6,0.92,133,GTM_91,1983
273,9,1980,2.8,49,98,15,20,29.9,1.39,147,GTM_91,1983
274,10,1980,2.3,17,133,11,14,28.2,1.16,150,GTM_91,1983
275,11,1980,1.8,18,104,16,11,26.3,0.91,122,GTM_91,1983
276,12,1980,1.1,2,113,0,9,25.3,0.87,115,GTM_91,1983
277,1,1981,-1.5,7,118,5,8,26.1,0.95,125,GTM_91,1983
278,2,1981,-1.9,19,106,19,7,26.8,1.05,125,GTM_91,1983
279,3,1981,-0.699999999999999,90,32,94,6,26.6,1.05,122,GTM_91,1983
280,4,1981,-0.699999999999999,44,97,46,5,27.1,1.11,141,GTM_91,1983
281,5,1981,-0.899999999999999,26,148,26,5,28.8,1.41,173,GTM_91,1983
282,6,1981,-1.5,3,168,2,4,32.2,1.91,170,GTM_91,1983
283,7,1981,-0.699999999999999,141,0,205,55,27.8,0.95,141,GTM_91,1983
284,8,1981,-0.599999999999998,137,0,168,55,28.3,0.95,137,GTM_91,1983
285,9,1981,0.400000000000002,58,87,25,20,28.5,1.25,145,GTM_91,1983
286,10,1981,-0.199999999999999,20,131,15,14,27.3,1.17,151,GTM_91,1983
287,11,1981,-0.5,12,104,9,11,25.3,0.82,116,GTM_91,1983
288,12,1981,-0.899999999999999,5,108,4,9,24.8,0.81,113,GTM_91,1983
289,1,1982,-1.3,12,104,11,8,25.6,0.92,116,GTM_91,1983
290,2,1982,1.2,101,0,120,21,24.9,0.92,101,GTM_91,1983
291,3,1982,1.9,74,68,71,14,26.9,1.09,142,GTM_91,1983
292,4,1982,2.5,92,57,93,11,27.2,1.15,149,GTM_91,1983
293,5,1982,2,22,138,21,9,28.3,1.4,160,GTM_91,1983
294,6,1982,1.3,11,152,10,8,31.4,1.86,163,GTM_91,1983
295,7,1982,0.900000000000002,125,21,131,7,29.2,1.05,147,GTM_91,1983
296,8,1982,0.600000000000001,122,13,128,6,27.4,0.86,135,GTM_91,1983
297,9,1982,-1.1,54,88,56,5,29,1.3,142,GTM_91,1983
298,10,1982,-0.799999999999997,30,115,31,5,26.1,0.99,145,GTM_91,1983
299,11,1982,-0.699999999999999,21,71,22,4,24.1,0.78,92,GTM_91,1983
300,12,1982,-1,6,93,6,4,24.4,0.84,99,GTM_91,1983
301,1,1983,-1.5,4,97,4,4,23.3,0.79,101,GTM_91,1983
302,2,1983,-1,58,38,61,4,25.3,0.93,97,GTM_91,1983
303,3,1983,-1.4,17,112,18,3,26.7,1.03,129,GTM_91,1983
304,4,1983,-1.5,34,101,36,3,27.8,1.2,135,GTM_91,1983
305,5,1983,1.5,95,62,100,3,29.5,1.47,157,GTM_91,1983
306,6,1983,1,14,140,15,3,31.3,1.82,154,GTM_91,1983
307,7,1983,-0.5,119,36,125,3,29.9,1.11,155,GTM_91,1983
308,8,1983,-0.699999999999999,130,0,146,12,27.7,0.86,130,GTM_91,1983
309,9,1983,-0.699999999999999,43,108,43,9,29.5,1.32,150,GTM_91,1983
310,10,1983,0.200000000000003,31,111,31,8,27.1,1.05,142,GTM_91,1983
311,11,1983,0.600000000000001,50,64,51,7,25.4,0.82,113,GTM_91,1983
312,12,1983,-0.5,1,107,0,6,24.6,0.79,107,GTM_91,1983
313,1,1984,-1.2,1,116,1,5,24.7,0.87,117,GTM_91,1983
314,2,1984,-1.9,3,128,3,5,26.8,1.02,131,GTM_91,1983
315,3,1984,-2,37,126,39,5,28.5,1.29,163,GTM_91,1983
316,4,1984,-2.5,25,147,26,4,28.9,1.34,172,GTM_91,1983
317,5,1984,-2.7,13,147,14,4,28.9,1.43,160,GTM_91,1983
318,6,1984,-2.7,15,142,15,4,31.3,1.77,156,GTM_91,1983
319,7,1984,-3.4,82,63,86,3,29.2,1.05,145,GTM_91,1983
320,8,1984,-4.5,61,80,64,3,29.3,1.01,140,GTM_91,1983
321,9,1984,-4.5,36,101,37,3,29,1.29,137,GTM_91,1983
322,10,1984,-4.6,5,154,5,3,28.4,1.13,159,GTM_91,1983
323,11,1984,-2.5,101,15,106,3,25.9,0.85,116,GTM_91,1983
324,12,1984,-2.5,14,91,14,3,24.5,0.76,105,GTM_91,1983
325,1,1985,-2.4,30,95,31,2,26.8,0.95,125,GTM_91,1983
326,2,1985,-2.9,2,117,1,2,25.8,0.95,118,GTM_91,1983
327,3,1985,-2.6,52,114,55,2,29.4,1.37,166,GTM_91,1983
328,4,1985,-1.3,96,39,101,2,28,1.19,135,GTM_91,1983
329,5,1985,1.6,63,103,66,2,28.5,1.37,165,GTM_91,1983
330,6,1985,1.3,21,141,22,2,31,1.8,162,GTM_91,1983
331,7,1985,-0.699999999999999,95,50,100,2,28.9,1.04,145,GTM_91,1983
332,8,1985,-1.1,116,16,122,2,28.3,0.89,132,GTM_91,1983
333,9,1985,-1.7,19,114,20,2,29.1,1.29,133,GTM_91,1983
334,10,1985,-2.1,2,141,2,2,27.9,1.11,143,GTM_91,1983
335,11,1985,-2.3,11,112,11,2,26.5,0.9,122,GTM_91,1983
336,12,1985,-2.5,6,103,6,2,24.6,0.79,109,GTM_91,1983
337,1,1986,-3,1,124,0,2,26.1,0.96,125,GTM_91,1983
338,2,1986,-2.5,58,54,61,2,27.3,1.06,112,GTM_91,1983
339,3,1986,-2.4,42,114,44,2,28.7,1.21,155,GTM_91,1983
340,4,1986,-1.9,58,87,61,2,27.3,1.14,145,GTM_91,1983
341,5,1986,-2,21,144,22,1,29.8,1.54,165,GTM_91,1983
342,6,1986,-0.799999999999997,60,94,63,1,31,1.71,154,GTM_91,1983
343,7,1986,2,149,0,246,55,28.2,0.95,149,GTM_91,1983
344,8,1986,1.4,143,2,148,52,28.2,0.94,145,GTM_91,1983
345,9,1986,2.4,91,52,62,20,29,1.28,143,GTM_91,1983
346,10,1986,1.8,15,136,9,14,27.3,1.04,150,GTM_91,1983
347,11,1986,1.1,6,114,3,11,26.2,0.85,120,GTM_91,1983
348,12,1986,0.700000000000003,8,97,6,9,23.7,0.8,105,GTM_91,1983
349,1,1987,1.6,84,40,87,8,25.7,0.93,124,GTM_91,1983
350,2,1987,1,21,103,21,7,27.7,1.09,124,GTM_91,1983
351,3,1987,2.2,108,18,113,6,27.9,1.1,126,GTM_91,1983
352,4,1987,1.7,39,115,40,5,28.1,1.2,153,GTM_91,1983
353,5,1987,4.7,149,0,172,20,27,1.25,149,GTM_91,1983
354,6,1987,4.9,34,131,29,14,31.7,1.85,164,GTM_91,1983
355,7,1987,3.1,81,79,82,11,30,1.18,160,GTM_91,1983
356,8,1987,2.7,140,2,146,10,29.4,1,141,GTM_91,1983
357,9,1987,1.5,16,137,15,9,31.4,1.51,154,GTM_91,1983
358,10,1987,1.3,23,128,22,7,28.1,1.12,150,GTM_91,1983
