index,month,year,PDSI,aet,def,ppt,soil,tmax,vpd,pet,gtm,mortality.begin
699,3,2016,3.6,75,0,152,158,17.1,0.59,75,GTM_55_7_1,1986
700,4,2016,3.1,109,3,110,153,21.3,0.81,111,GTM_55_7_1,1986
701,5,2016,2.7,116,5,113,145,23.8,0.77,122,GTM_55_7_1,1986
702,6,2016,2.5,113,40,55,84,31.6,1.33,153,GTM_55_7_1,1986
703,7,2016,2.7,159,0,217,131,32.4,1.17,159,GTM_55_7_1,1986
704,8,2016,4.1,132,0,164,155,31.7,1.11,132,GTM_55_7_1,1986
705,9,2016,3.7,110,12,96,136,30.5,1.3,122,GTM_55_7_1,1986
706,10,2016,3.1,74,23,44,104,25.9,1.01,97,GTM_55_7_1,1986
707,11,2016,2.3,59,0,75,116,18.1,0.6,59,GTM_55_7_1,1986
708,12,2016,1.5,38,0,84,157,8.10000000000001,0.33,38,GTM_55_7_1,1986
709,1,2017,0.900000000000002,32,0,72,158,9,0.22,32,GTM_55_7_1,1986
710,2,2017,-2.2,45,8,32,143,14.8,0.45,53,GTM_55_7_1,1986
711,3,2017,-1.9,81,0,133,158,15.8,0.54,81,GTM_55_7_1,1986
712,4,2017,1.9,104,0,220,158,22.3,0.78,104,GTM_55_7_1,1986
713,5,2017,1.7,135,0,146,158,24.9,0.85,135,GTM_55_7_1,1986
714,6,2017,1.9,132,16,109,130,27.4,1.16,148,GTM_55_7_1,1986
715,7,2017,1.5,131,29,99,92,32.9,1.38,161,GTM_55_7_1,1986
716,8,2017,1.1,136,0,148,97,29.5,1.08,136,GTM_55_7_1,1986
717,9,2017,-1.4,80,41,47,63,29.3,1.3,120,GTM_55_7_1,1986
718,10,2017,-1.7,80,6,81,60,23.2,0.86,85,GTM_55_7_1,1986
719,11,2017,-1.9,48,14,44,53,16.3,0.52,62,GTM_55_7_1,1986
720,12,2017,-2.5,38,0,75,86,8.40000000000001,0.36,38,GTM_55_7_1,1986
721,1,2018,-2.6,1,0,66,91,4.60000000000001,0.22,1,GTM_55_7_1,1986
722,2,2018,-0.899999999999999,34,0,201,158,10.2,0.26,34,GTM_55_7_1,1986
723,3,2018,1.7,68,0,157,158,13.3,0.35,68,GTM_55_7_1,1986
724,4,2018,1.7,91,1,94,156,16.7,0.52,92,GTM_55_7_1,1986
725,5,2018,1.3,119,9,110,141,28.9,0.93,128,GTM_55_7_1,1986
726,6,2018,1.5,115,34,70,92,31.5,1.15,148,GTM_55_7_1,1986
727,7,2018,0.900000000000002,119,45,87,56,32.5,1.29,164,GTM_55_7_1,1986
728,8,2018,0.900000000000002,119,17,117,49,31.4,1.02,136,GTM_55_7_1,1986
729,9,2018,1.7,103,0,122,62,29.4,0.86,103,GTM_55_7_1,1986
730,10,2018,2.2,77,0,86,67,22.1,0.62,77,GTM_55_7_1,1986
731,11,2018,2.7,41,0,96,117,10.5,0.27,41,GTM_55_7_1,1986
732,12,2018,3.8,34,0,169,158,9.8,0.23,34,GTM_55_7_1,1986
733,1,2019,3.1,18,0,146,158,6.90000000000001,0.18,18,GTM_55_7_1,1986
734,2,2019,4.5,32,0,202,158,10.4,0.25,32,GTM_55_7_1,1986
735,3,2019,4.2,69,0,152,158,12.6,0.43,69,GTM_55_7_1,1986
736,4,2019,4.8,98,0,188,158,20.8,0.66,98,GTM_55_7_1,1986
737,5,2019,6.5,115,0,279,158,25.8,0.61,115,GTM_55_7_1,1986
738,6,2019,6.3,117,15,97,133,28.8,0.78,131,GTM_55_7_1,1986
739,7,2019,7.1,150,0,160,134,32.2,1.04,150,GTM_55_7_1,1986
740,8,2019,7.8,138,1,144,133,31.9,1.02,139,GTM_55_7_1,1986
741,9,2019,6.7,92,43,38,76,32.2,1.45,135,GTM_55_7_1,1986
742,10,2019,8.2,85,0,216,158,21.9,0.72,85,GTM_55_7_1,1986
743,11,2019,8.4,46,0,138,158,11.4,0.34,46,GTM_55_7_1,1986
744,12,2019,7.1,39,0,62,158,11.3,0.32,39,GTM_55_7_1,1986
