index,month,year,PDSI,aet,def,ppt,soil,tmax,vpd,pet,gtm,mortality.begin
450,6,1995,-1.3,0,77,0,0,24.7,1,77,GTM_02,1989
451,7,1995,-1.2,0,85,0,0,25.3,1.06,85,GTM_02,1989
452,8,1995,-1.1,1,110,1,0,27.9,1.32,111,GTM_02,1989
453,9,1995,-1.5,0,146,0,0,32,1.83,146,GTM_02,1989
454,10,1995,-2.1,5,176,6,0,33.7,2,182,GTM_02,1989
455,11,1995,-1.9,45,129,47,0,33,1.76,174,GTM_02,1989
456,12,1995,-2.5,29,141,30,0,31.8,1.45,170,GTM_02,1989
457,1,1996,2,126,23,132,0,31.3,1.34,149,GTM_02,1989
458,2,1996,3,87,38,91,0,29.9,1.13,125,GTM_02,1989
459,3,1996,2.3,19,119,20,0,29.9,1.18,137,GTM_02,1989
460,4,1996,1.4,10,97,10,0,28,1.12,107,GTM_02,1989
461,5,1996,1.3,8,77,8,0,25.9,1.02,85,GTM_02,1989
462,6,1996,1,1,76,1,0,24.6,0.98,77,GTM_02,1989
463,7,1996,0.9,0,81,0,0,23.5,0.94,81,GTM_02,1989
464,8,1996,0.9,2,111,2,0,26.6,1.22,113,GTM_02,1989
465,9,1996,-0.4,3,140,3,0,30.9,1.7,143,GTM_02,1989
466,10,1996,-1.1,21,172,22,0,33.6,2.04,194,GTM_02,1989
467,11,1996,-0.6,52,108,55,0,32.2,1.61,160,GTM_02,1989
468,12,1996,0.3,65,104,68,0,32.7,1.55,169,GTM_02,1989
469,1,1997,1.8,95,55,100,0,31.7,1.37,149,GTM_02,1989
470,2,1997,1.4,47,94,49,0,31.6,1.42,141,GTM_02,1989
471,3,1997,3.2,83,45,87,0,29.5,1.1,128,GTM_02,1989
472,4,1997,2.7,23,80,24,0,28,1.05,102,GTM_02,1989
473,5,1997,2.3,5,90,6,0,26.1,1.07,95,GTM_02,1989
474,6,1997,1.9,0,81,0,0,26.7,1.15,81,GTM_02,1989
475,7,1997,1.7,0,86,0,0,24.4,1,86,GTM_02,1989
476,8,1997,1.5,1,114,1,0,29.2,1.49,115,GTM_02,1989
477,9,1997,2,22,109,24,0,29.7,1.53,132,GTM_02,1989
478,10,1997,1.3,11,155,12,0,31,1.72,166,GTM_02,1989
479,11,1997,0.7,31,142,33,0,33.5,1.81,173,GTM_02,1989
480,12,1997,-2.2,25,178,26,0,34.9,1.87,203,GTM_02,1989
481,1,1998,-1.4,68,84,72,0,32.4,1.43,152,GTM_02,1989
482,2,1998,-2.7,11,143,12,0,33.1,1.54,154,GTM_02,1989
483,3,1998,-2.9,21,136,22,0,33.3,1.52,157,GTM_02,1989
484,4,1998,-3.2,15,110,16,0,32.1,1.5,125,GTM_02,1989
485,5,1998,-3.4,0,109,0,0,29,1.33,110,GTM_02,1989
486,6,1998,-3.3,0,86,0,0,27.5,1.21,86,GTM_02,1989
487,7,1998,-2.9,0,88,0,0,25.9,1.12,88,GTM_02,1989
488,8,1998,-2.7,0,113,0,0,26.9,1.23,113,GTM_02,1989
489,9,1998,-2.8,3,142,3,0,30.6,1.7,144,GTM_02,1989
490,10,1998,-2.8,16,150,17,0,31.3,1.74,166,GTM_02,1989
491,11,1998,-1.5,68,80,71,0,31.3,1.56,147,GTM_02,1989
492,12,1998,2.1,86,61,90,0,31.7,1.45,146,GTM_02,1989
493,1,1999,2.1,58,95,61,0,31.9,1.45,153,GTM_02,1989
494,2,1999,1.6,42,95,44,0,31.8,1.49,137,GTM_02,1989
495,3,1999,1.4,30,116,32,0,31.7,1.4,147,GTM_02,1989
496,4,1999,-0.7,13,106,13,0,30.9,1.37,119,GTM_02,1989
497,5,1999,-1,5,94,5,0,27.8,1.18,99,GTM_02,1989
498,6,1999,-0.9,4,75,4,0,25.9,1.08,78,GTM_02,1989
499,7,1999,-0.8,0,80,0,0,24.8,1.03,80,GTM_02,1989
500,8,1999,-0.7,0,110,0,0,27.5,1.31,111,GTM_02,1989
501,9,1999,-0.9,5,139,5,0,28.8,1.47,144,GTM_02,1989
502,10,1999,-0.9,22,156,23,0,30.7,1.71,178,GTM_02,1989
503,11,1999,1.4,82,74,87,0,32.7,1.78,156,GTM_02,1989
504,12,1999,0.8,41,129,43,0,33.3,1.62,170,GTM_02,1989
505,1,2000,2.3,107,39,112,0,31.1,1.37,146,GTM_02,1989
506,2,2000,3.4,88,28,93,0,29.5,1.18,116,GTM_02,1989
507,3,2000,3.7,44,66,46,0,30.3,1.23,109,GTM_02,1989
508,4,2000,3.6,34,63,35,0,28.3,1.12,96,GTM_02,1989
509,5,2000,3.4,9,79,9,0,25.8,1.05,88,GTM_02,1989
510,6,2000,4,18,50,19,0,24.1,0.94,68,GTM_02,1989
511,7,2000,3.6,0,82,0,0,24.9,1.05,82,GTM_02,1989
512,8,2000,3.3,1,102,1,0,27.3,1.31,103,GTM_02,1989
513,9,2000,2.5,2,137,2,0,30.3,1.63,139,GTM_02,1989
514,10,2000,1.7,9,163,9,0,32.3,1.87,171,GTM_02,1989
515,11,2000,1.5,44,120,46,0,31.6,1.62,163,GTM_02,1989
516,12,2000,0.7,39,141,41,0,33.5,1.7,180,GTM_02,1989
517,1,2001,-2.6,12,189,12,0,34.3,1.77,200,GTM_02,1989
518,2,2001,-1.5,76,49,80,0,30.3,1.26,125,GTM_02,1989
519,3,2001,-0.8,41,81,44,0,30.8,1.3,123,GTM_02,1989
520,4,2001,-0.8,25,76,26,0,30.1,1.25,100,GTM_02,1989
521,5,2001,-0.8,7,92,8,0,27.3,1.16,99,GTM_02,1989
522,6,2001,0.2,6,71,6,0,25.5,1.04,77,GTM_02,1989
523,7,2001,0.9,0,89,0,0,24.2,1,89,GTM_02,1989
524,8,2001,0.9,2,113,2,0,29.2,1.48,115,GTM_02,1989
525,9,2001,1,15,138,16,0,30,1.62,154,GTM_02,1989
526,10,2001,0.7,17,154,18,0,32.2,1.86,171,GTM_02,1989
527,11,2001,2.5,90,47,95,0,30.6,1.51,137,GTM_02,1989
528,12,2001,2.2,51,108,54,0,32.5,1.58,160,GTM_02,1989
529,1,2002,0.9,23,173,25,0,34.1,1.69,196,GTM_02,1989
530,2,2002,-2.6,7,157,8,0,33,1.51,164,GTM_02,1989
531,3,2002,-3.4,5,164,5,0,32.8,1.52,169,GTM_02,1989
532,4,2002,-3.1,31,88,33,0,31.7,1.45,119,GTM_02,1989
533,5,2002,-3.1,4,102,4,0,28.6,1.28,106,GTM_02,1989
534,6,2002,-2.1,13,66,14,0,24.2,0.96,79,GTM_02,1989
535,7,2002,-1.9,0,83,0,0,26.2,1.14,83,GTM_02,1989
536,8,2002,-1.8,0,117,0,0,28.1,1.36,117,GTM_02,1989
537,9,2002,-1.8,7,138,7,0,30.2,1.64,145,GTM_02,1989
538,10,2002,-1.9,16,156,16,0,33,1.96,172,GTM_02,1989
539,11,2002,-3,12,170,12,0,32.8,1.75,182,GTM_02,1989
540,12,2002,-3.4,39,148,41,0,33.9,1.74,187,GTM_02,1989
541,1,2003,-3.9,32,163,34,0,34.9,1.78,196,GTM_02,1989
542,2,2003,-3.6,58,107,61,0,33.5,1.58,165,GTM_02,1989
543,3,2003,-2.9,42,117,44,0,32.4,1.5,158,GTM_02,1989
544,4,2003,-3.8,1,119,1,0,31.7,1.45,120,GTM_02,1989
545,5,2003,-3.8,2,107,2,0,28.3,1.25,109,GTM_02,1989
546,6,2003,-2.2,21,55,22,0,24,0.93,75,GTM_02,1989
547,7,2003,-2,0,85,0,0,25.5,1.11,85,GTM_02,1989
548,8,2003,-1.9,0,116,0,0,27.5,1.32,116,GTM_02,1989
549,9,2003,-2.1,4,146,4,0,30.8,1.72,149,GTM_02,1989
550,10,2003,-2.1,19,160,20,0,33.3,2.01,179,GTM_02,1989
551,11,2003,-2.2,39,146,41,0,33.6,1.83,185,GTM_02,1989
552,12,2003,-3.4,18,174,19,0,35.4,1.93,192,GTM_02,1989
553,1,2004,-2.4,85,96,89,0,33.4,1.61,181,GTM_02,1989
554,2,2004,-2.4,43,100,46,0,32.2,1.42,143,GTM_02,1989
555,3,2004,-1.4,49,76,52,0,31.3,1.29,125,GTM_02,1989
556,4,2004,-1.9,11,96,12,0,30.1,1.26,108,GTM_02,1989
557,5,2004,-2.1,1,95,1,0,27.1,1.17,95,GTM_02,1989
558,6,2004,-2,0,75,0,0,24.5,0.96,75,GTM_02,1989
559,7,2004,-1.8,0,83,0,0,25.2,1.06,83,GTM_02,1989
560,8,2004,-1.7,0,120,0,0,29.5,1.5,120,GTM_02,1989
561,9,2004,-2,1,148,1,0,29.4,1.57,149,GTM_02,1989
562,10,2004,-2.4,9,165,10,0,33.2,1.98,174,GTM_02,1989
563,11,2004,-2.8,32,159,34,0,34.7,1.98,191,GTM_02,1989
564,12,2004,-3.3,35,143,37,0,34.2,1.76,178,GTM_02,1989
565,1,2005,-3.6,33,149,35,0,33.8,1.64,182,GTM_02,1989
566,2,2005,-3,72,95,76,0,33.1,1.56,167,GTM_02,1989
567,3,2005,-3.1,22,126,23,0,32.1,1.41,148,GTM_02,1989
568,4,2005,-3.5,10,101,10,0,29.6,1.23,111,GTM_02,1989
569,5,2005,-3.5,1,101,2,0,28.4,1.26,103,GTM_02,1989
570,6,2005,-3.3,0,81,0,0,26.6,1.12,81,GTM_02,1989
571,7,2005,-3,0,86,0,0,26.9,1.22,86,GTM_02,1989
572,8,2005,-2.8,0,126,0,0,30.5,1.56,126,GTM_02,1989
573,9,2005,-2.9,4,152,4,0,32.5,1.89,156,GTM_02,1989
574,10,2005,-3.6,1,197,1,0,34.6,2.15,198,GTM_02,1989
575,11,2005,-3.2,49,128,51,0,33.9,1.87,176,GTM_02,1989
576,12,2005,-2.7,54,99,57,0,32.6,1.61,153,GTM_02,1989
577,1,2006,-2.3,53,97,56,0,32.9,1.55,150,GTM_02,1989
578,2,2006,-1,87,44,91,0,31.9,1.4,131,GTM_02,1989
579,3,2006,2.1,51,71,54,0,29.7,1.19,123,GTM_02,1989
580,4,2006,1.7,22,84,23,0,29.3,1.21,106,GTM_02,1989
581,5,2006,1.1,1,95,1,0,26,1.06,96,GTM_02,1989
582,6,2006,0.9,1,74,1,0,24,0.95,75,GTM_02,1989
583,7,2006,0.8,0,85,0,0,26.4,1.18,85,GTM_02,1989
584,8,2006,0.8,2,120,2,0,26.6,1.24,122,GTM_02,1989
585,9,2006,-0.3,5,139,5,0,29.8,1.61,144,GTM_02,1989
586,10,2006,-1.2,9,166,10,0,33.7,2.04,175,GTM_02,1989
587,11,2006,1,68,86,71,0,32.4,1.72,153,GTM_02,1989
588,12,2006,1.8,92,92,96,0,35.2,1.87,184,GTM_02,1989
589,1,2007,-1.1,15,164,15,0,32.9,1.58,179,GTM_02,1989
590,2,2007,-2.2,22,141,24,0,34.3,1.68,163,GTM_02,1989
591,3,2007,-1.9,36,124,38,0,33.5,1.56,160,GTM_02,1989
592,4,2007,-1.4,37,70,39,0,30.5,1.31,107,GTM_02,1989
593,5,2007,-1.6,1,104,1,0,28.2,1.25,105,GTM_02,1989
594,6,2007,-1.6,1,82,1,0,25.8,1.05,82,GTM_02,1989
595,7,2007,-1.5,0,89,0,0,25.4,1.1,89,GTM_02,1989
596,8,2007,-1.4,0,114,0,0,28.3,1.39,114,GTM_02,1989
597,9,2007,-0.6,25,120,27,0,31.8,1.83,146,GTM_02,1989
598,10,2007,0.2,25,137,26,0,30.6,1.7,162,GTM_02,1989
599,11,2007,2.4,90,71,94,0,33.1,1.78,161,GTM_02,1989
600,12,2007,2.3,55,94,58,0,31.5,1.53,150,GTM_02,1989
601,1,2008,1.8,36,112,38,0,31.8,1.46,148,GTM_02,1989
602,2,2008,-1.4,23,138,24,0,33.3,1.57,161,GTM_02,1989
603,3,2008,-1.5,25,119,26,0,31.2,1.33,144,GTM_02,1989
604,4,2008,-1.9,13,101,13,0,30,1.31,114,GTM_02,1989
605,5,2008,-2.1,2,102,2,0,28.5,1.27,104,GTM_02,1989
606,6,2008,-2.1,0,80,0,0,26,1.09,81,GTM_02,1989
607,7,2008,-1.9,0,86,0,0,26,1.12,86,GTM_02,1989
608,8,2008,-1.7,0,118,0,0,29.2,1.47,118,GTM_02,1989
609,9,2008,-2.1,1,151,1,0,30.9,1.75,151,GTM_02,1989
610,10,2008,-2.7,5,185,5,0,33.9,2.05,190,GTM_02,1989
611,11,2008,-1.6,66,89,69,0,33.1,1.78,155,GTM_02,1989
612,12,2008,-1.2,63,110,66,0,34.1,1.74,173,GTM_02,1989
613,1,2009,2.3,101,46,106,0,33.5,1.61,147,GTM_02,1989
614,2,2009,2.7,75,68,79,0,32.5,1.45,143,GTM_02,1989
615,3,2009,2,17,112,18,0,31,1.33,130,GTM_02,1989
616,4,2009,0.7,1,118,1,0,30.5,1.35,119,GTM_02,1989
617,5,2009,1.4,23,71,24,0,28.1,1.22,94,GTM_02,1989
618,6,2009,1.4,6,83,6,0,26.5,1.08,89,GTM_02,1989
619,7,2009,1.3,0,82,0,0,24.5,1.02,82,GTM_02,1989
620,8,2009,1.1,0,113,0,0,28.3,1.39,113,GTM_02,1989
621,9,2009,0.8,6,136,6,0,31.8,1.8,142,GTM_02,1989
622,10,2009,0.7,23,159,25,0,32.8,1.92,182,GTM_02,1989
623,11,2009,1.9,79,81,83,0,32,1.68,160,GTM_02,1989
624,12,2009,1.3,46,133,48,0,34.7,1.83,179,GTM_02,1989
625,1,2010,0.8,42,128,44,0,33.6,1.62,170,GTM_02,1989
626,2,2010,1.4,80,72,84,0,32.7,1.49,152,GTM_02,1989
627,3,2010,0.7,19,134,20,0,32.2,1.44,153,GTM_02,1989
628,4,2010,1.3,45,53,47,0,29.1,1.14,98,GTM_02,1989
629,5,2010,1.2,8,87,8,0,27.9,1.21,95,GTM_02,1989
630,6,2010,0.9,0,79,0,0,24.7,0.99,79,GTM_02,1989
631,7,2010,0.8,0,82,0,0,24.5,1.02,83,GTM_02,1989
632,8,2010,0.7,0,114,0,0,27.5,1.34,114,GTM_02,1989
633,9,2010,-0.5,1,152,0,0,31.9,1.85,152,GTM_02,1989
634,10,2010,-1.5,6,186,6,0,34.8,2.2,193,GTM_02,1989
635,11,2010,-1.1,48,116,50,0,33.8,1.85,164,GTM_02,1989
636,12,2010,1.6,101,68,107,0,33.5,1.69,169,GTM_02,1989
637,1,2011,2.1,70,69,73,0,31.4,1.37,138,GTM_02,1989
638,2,2011,0.7,19,139,20,0,32,1.45,158,GTM_02,1989
639,3,2011,-1.7,17,138,18,0,32.5,1.47,155,GTM_02,1989
640,4,2011,2.2,90,18,94,0,29.4,1.19,108,GTM_02,1989
641,5,2011,2.4,15,82,16,0,28,1.22,97,GTM_02,1989
642,6,2011,2,2,84,2,0,26.1,1.09,85,GTM_02,1989
643,7,2011,1.8,0,88,0,0,25.3,1.08,88,GTM_02,1989
644,8,2011,2,5,107,5,0,27.5,1.32,112,GTM_02,1989
645,9,2011,1.2,1,151,1,0,32.3,1.9,152,GTM_02,1989
646,10,2011,2,45,127,47,0,33.6,2.01,172,GTM_02,1989
647,11,2011,1.3,30,140,32,0,33.8,1.88,170,GTM_02,1989
648,12,2011,2,80,84,85,0,32.7,1.64,165,GTM_02,1989
649,1,2012,1.3,36,139,38,0,33.8,1.7,175,GTM_02,1989
650,2,2012,-1.5,26,134,27,0,34.7,1.72,160,GTM_02,1989
651,3,2012,-1.2,42,125,44,0,33.2,1.56,167,GTM_02,1989
652,4,2012,-1.6,17,105,17,0,30.9,1.36,122,GTM_02,1989
653,5,2012,-1.9,0,104,0,0,29.6,1.38,104,GTM_02,1989
654,6,2012,-1.9,0,90,0,0,26.4,1.11,90,GTM_02,1989
655,7,2012,-1.8,0,88,0,0,26.2,1.14,88,GTM_02,1989
656,8,2012,-1.7,0,120,0,0,28.4,1.39,120,GTM_02,1989
657,9,2012,-1.7,7,143,8,0,30.5,1.68,151,GTM_02,1989
658,10,2012,-1,36,132,37,0,32.4,1.88,168,GTM_02,1989
659,11,2012,-1.4,34,149,35,0,32.5,1.74,182,GTM_02,1989
660,12,2012,-1.4,54,132,57,0,34.3,1.79,186,GTM_02,1989
661,1,2013,1.6,111,45,117,0,33.2,1.61,156,GTM_02,1989
662,2,2013,-1.1,22,136,23,0,33.5,1.61,158,GTM_02,1989
663,3,2013,-1.6,17,139,18,0,32,1.46,156,GTM_02,1989
664,4,2013,1,57,55,60,0,29.1,1.2,112,GTM_02,1989
665,5,2013,-0.4,0,100,0,0,27.2,1.16,100,GTM_02,1989
666,6,2013,-0.6,0,83,0,0,25.6,1.02,83,GTM_02,1989
667,7,2013,-0.6,0,89,0,0,26.2,1.16,89,GTM_02,1989
668,8,2013,-0.6,0,118,0,0,28.7,1.43,118,GTM_02,1989
669,9,2013,-1.1,0,154,0,0,32.9,1.94,154,GTM_02,1989
670,10,2013,-1,23,150,24,0,31.1,1.75,173,GTM_02,1989
671,11,2013,0.9,70,102,74,0,32.4,1.73,172,GTM_02,1989
672,12,2013,1.9,88,74,92,0,32.2,1.57,162,GTM_02,1989
673,1,2014,2.7,88,66,93,0,32.1,1.48,155,GTM_02,1989
674,2,2014,1.2,12,128,13,0,31.9,1.42,140,GTM_02,1989
675,3,2014,2,51,71,54,0,30.5,1.27,122,GTM_02,1989
676,4,2014,1.7,27,81,28,0,29.2,1.22,108,GTM_02,1989
677,5,2014,1.1,0,99,0,0,28.3,1.27,100,GTM_02,1989
678,6,2014,0.8,0,85,0,0,26.5,1.13,85,GTM_02,1989
679,7,2014,0.7,0,87,0,0,25.7,1.11,87,GTM_02,1989
680,8,2014,-0.1,0,119,0,0,28.3,1.39,119,GTM_02,1989
681,9,2014,-1.2,0,147,0,0,31.6,1.81,147,GTM_02,1989
682,10,2014,-2,4,186,4,0,32.6,1.92,190,GTM_02,1989
683,11,2014,-3,9,163,10,0,32.7,1.74,172,GTM_02,1989
684,12,2014,-0.6,119,37,126,0,32.8,1.61,156,GTM_02,1989
685,1,2015,-1.4,24,155,25,0,32.9,1.61,180,GTM_02,1989
686,2,2015,-1.9,40,120,42,0,33.5,1.64,159,GTM_02,1989
687,3,2015,-1.6,37,123,39,0,32.4,1.49,159,GTM_02,1989
688,4,2015,1.2,52,48,55,0,28.9,1.19,99,GTM_02,1989
689,5,2015,0.7,0,102,0,0,29.8,1.42,102,GTM_02,1989
690,6,2015,-0.2,1,88,1,0,25.9,1.07,89,GTM_02,1989
691,7,2015,-0.5,0,92,0,0,27.4,1.24,92,GTM_02,1989
692,8,2015,-0.6,0,119,0,0,29.7,1.51,119,GTM_02,1989
693,9,2015,0.3,17,126,18,0,30.2,1.66,143,GTM_02,1989
694,10,2015,-0.6,9,174,10,0,33,1.99,183,GTM_02,1989
695,11,2015,-1.2,31,156,33,0,33.7,1.85,187,GTM_02,1989
696,12,2015,-2.1,31,166,33,0,35.7,1.94,197,GTM_02,1989
697,1,2016,-3.3,22,170,23,0,34.6,2.01,192,GTM_02,1989
698,2,2016,-3.9,45,117,47,0,34.7,2.11,161,GTM_02,1989
699,3,2016,-0.7,75,61,79,0,32.8,1.23,136,GTM_02,1989
700,4,2016,-1.5,12,103,13,0,30,1.29,115,GTM_02,1989
701,5,2016,-1.6,8,94,8,0,26.8,1.04,101,GTM_02,1989
702,6,2016,-1.6,1,83,1,0,26.6,0.95,84,GTM_02,1989
703,7,2016,-1.3,2,91,2,0,25.9,1.1,93,GTM_02,1989
704,8,2016,-1.3,0,119,0,0,29,1.52,119,GTM_02,1989
705,9,2016,-1.6,2,148,2,0,31.9,1.88,150,GTM_02,1989
706,10,2016,-0.7,12,173,13,0,34.4,2.21,185,GTM_02,1989
707,11,2016,1.5,42,139,44,0,33.9,2.01,180,GTM_02,1989
708,12,2016,3.5,96,68,101,0,34.7,1.54,164,GTM_02,1989
709,1,2017,4.8,77,69,81,0,31.5,0.91,146,GTM_02,1989
710,2,2017,5.5,86,45,90,0,31.4,0.91,131,GTM_02,1989
711,3,2017,4.2,15,128,16,0,30.5,1.07,143,GTM_02,1989
712,4,2017,5.6,26,79,27,0,29.5,0.92,104,GTM_02,1989
713,5,2017,4.6,11,86,12,0,27.3,1.07,97,GTM_02,1989
714,6,2017,4,0,79,0,0,26.1,1,79,GTM_02,1989
715,7,2017,3.7,1,84,1,0,26,1.12,85,GTM_02,1989
716,8,2017,3.2,0,111,0,0,27.5,1.37,112,GTM_02,1989
717,9,2017,2.5,1,148,1,0,31.6,1.75,149,GTM_02,1989
718,10,2017,2.4,27,146,28,0,32,1.87,173,GTM_02,1989
719,11,2017,2.1,36,139,38,0,32.5,1.64,175,GTM_02,1989
720,12,2017,1.7,63,122,66,0,33.3,1.68,185,GTM_02,1989
721,1,2018,1.1,30,158,32,0,33.9,1.81,188,GTM_02,1989
722,2,2018,3.4,120,0,157,30,31.4,0.67,120,GTM_02,1989
723,3,2018,3.7,34,102,20,15,31.8,1.16,136,GTM_02,1989
724,4,2018,3.4,9,97,5,10,30.5,1.06,106,GTM_02,1989
725,5,2018,4.5,3,82,1,8,28.1,0.88,85,GTM_02,1989
726,6,2018,3.9,2,77,0,7,26.7,1.06,78,GTM_02,1989
727,7,2018,3.9,1,86,0,6,25,0.83,88,GTM_02,1989
728,8,2018,3.4,1,116,0,5,28.8,1.7,117,GTM_02,1989
729,9,2018,2.6,7,140,7,4,32.4,2.54,147,GTM_02,1989
730,10,2018,1.4,5,175,5,4,32.8,1.89,180,GTM_02,1989
731,11,2018,-2.2,17,163,18,4,32.8,1.9,180,GTM_02,1989
732,12,2018,-1.8,84,96,88,3,35.1,2.04,180,GTM_02,1989
733,1,2019,-1.6,42,115,44,3,33,1.61,157,GTM_02,1989
734,2,2019,2.5,123,13,130,3,32,1.36,136,GTM_02,1989
735,3,2019,1.2,5,151,5,3,32.8,1.55,157,GTM_02,1989
736,4,2019,0.8,23,92,24,3,30.6,1.21,115,GTM_02,1989
737,5,2019,-1.6,1,114,1,2,27.9,1.26,114,GTM_02,1989
738,6,2019,-1.6,0,83,0,2,25.8,1.05,84,GTM_02,1989
739,7,2019,-1.4,0,75,0,2,25.9,1.32,76,GTM_02,1989
740,8,2019,-1.4,0,121,0,2,29.5,1.61,121,GTM_02,1989
741,9,2019,-1.7,1,141,1,2,30.2,1.86,143,GTM_02,1989
742,10,2019,-2,10,162,10,2,33.8,2.29,172,GTM_02,1989
743,11,2019,-2,43,139,45,2,34.4,2.15,182,GTM_02,1989
744,12,2019,1.4,105,80,110,2,33.6,1.81,184,GTM_02,1989
